filepath,transcription_clean
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks61g/ks61g6f0.wav,we watched television during dinner
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks933/ks9335f0.wav,put the key in the key hole
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks21h/ks21h5c0.wav,give keith a moment to think
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks337/ks3373h0.wav,push
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks638/ks638450.wav,i'm good with things like that
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl18/ksl18880.wav,unfortunate
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh3p/ksh3p630.wav,that was an odd decision
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd3h/ksd3h6w0.wav,singer
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks91i/ks91i6y0.wav,slogan
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ksd07/ksd077t0.wav,thousand
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks000/ks0006s0.wav,shirt
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ksk0v/ksk0v4c0.wav,charles will sell fifty almonds
/srv/scratch/chacmod/OGI/speech/scripted/07/2/ks70c/ks70c2a0.wav,microwaves
/srv/scratch/chacmod/OGI/speech/scripted/00/6/ks00b/ks00b300.wav,obstacle
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks60s/ks60s4b0.wav,every month i eat some chocolate
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0j/ksk0j4f0.wav,people like to sing in cairo
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa42/ksa42830.wav,treasure
/srv/scratch/chacmod/OGI/speech/scripted/07/4/ks734/ks734430.wav,i think cats are cute
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse42/kse420j0.wav,cautiously
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks31d/ks31d5k0.wav,buying the ring took all of my money
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh01/ksh01670.wav,the car went too fast
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ks92t/ks92t6p0.wav,seven
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks618/ks6186l0.wav,my sleeve caught the thorny bush
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks02y/ks02y5d0.wav,mabel grows tomatoes in the courtyard
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks60d/ks60d4v0.wav,that person eats pancakes
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa3i/ksa3i8d0.wav,vase
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ks80a/ks80a0s0.wav,cooperate
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks23m/ks23m230.wav,logic
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ksk3f/ksk3f800.wav,town
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks21b/ks21b8i0.wav,wash
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj02/ksj02480.wav,we've just started the egg toss
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks212/ks212190.wav,ethnic
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj3m/ksj3m3m0.wav,rock
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ksf38/ksf38530.wav,the bird sang a sweet melody
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks948/ks948400.wav,greet me with open arms
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ksd44/ksd443y0.wav,you didn't arrive too late
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ksj12/ksj12650.wav,i have ice cream for you
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ksd30/ksd306b0.wav,search in between the couch cushions
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ksh0q/ksh0q4o0.wav,san diego is very green this year
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks52v/ks52v4e0.wav,jason likes playing with garfield
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks93l/ks93l0y0.wav,depths
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf0u/ksf0u1j0.wav,gumshoe
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks70v/ks70v0x0.wav,dashboard
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ksi3x/ksi3x4s0.wav,who will the soldier vote for
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks500/ks5004d0.wav,chasing sally can be dangerous
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks50n/ks50n0q0.wav,cliffhanger
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ksj3r/ksj3r7t0.wav,thousand
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ksc3y/ksc3y0c0.wav,bigfoot
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks23o/ks23o7w0.wav,thrower
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ks60v/ks60v600.wav,because my leg is sore i can't play
/srv/scratch/chacmod/OGI/speech/scripted/07/2/ks70z/ks70z6h0.wav,the speaker boomed from the car
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ks83l/ks83l2f0.wav,mouths
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg3a/ksg3a5k0.wav,buying the ring took all of my money
