filepath,transcription_clean,duration,set
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990016/myst_990016_2008-08-05_00-00-00_MS_3.3/myst_990016_2008-08-05_00-00-00_MS_3.3_074.wav,um yeah we've explored water bottles we've explored spoons,5.505,finetune
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa3j/ksa3j6l0.wav,my sleeve caught the thorny bush,5.3640625,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990557/myst_990557_2010-06-04_00-00-00_MS_1.2/myst_990557_2010-06-04_00-00-00_MS_1.2_013.wav,no it does not because snakes can be all different sizes,3.25,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004034/myst_004034_2014-02-03_09-33-29_EE_3.4/myst_004034_2014-02-03_09-33-29_EE_3.4_012.wav,magnetic force,1.8553125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005012/myst_005012_2014-02-13_10-21-48_MX_3.1/myst_005012_2014-02-13_10-21-48_MX_3.1_004.wav,hello,1.221375,finetune
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ks62u/ks62u570.wav,don't make the same mistakes twice,4.982875,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990038/myst_990038_2008-08-05_00-00-00_MS_3.1/myst_990038_2008-08-05_00-00-00_MS_3.1_033.wav,yeah and then we're gonna go to so when we're d and then we get it we go to his house and then we watch a violent movie,6.148,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996437/myst_996437_2009-23-09_00-00-00_VB_2.3/myst_996437_2009-23-09_00-00-00_VB_2.3_034.wav,how variables change things,2.698,finetune
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ksk0h/ksk0h0n0.wav,childhood,1.9684375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-05-23_13-34-16_LS_4.1/myst_013021_2014-05-23_13-34-16_LS_4.1_016.wav,a rattlesnake is warning the mouse thing the prairie dog that it's there so it should run,9.2025625,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990385/myst_990385_2009-14-04_00-00-00_ME_2.1/myst_990385_2009-14-04_00-00-00_ME_2.1_020.wav,so right now the negative side is on the left side and on the negative side of the on the no negative side th the electricity will go on the negative side and that's where it would go,13.943,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002119/myst_002119_2014-04-18_13-14-00_LS_3.3/myst_002119_2014-04-18_13-14-00_LS_3.3_007.wav,they all help you like digest your food,4.71775,finetune
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ksi3m/ksi3m5d0.wav,mabel grows tomatoes in the courtyard,4.328125,finetune
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ks733/ks733770.wav,springhill,1.9879375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013064/myst_013064_2014-04-16_08-32-47_LS_1.1/myst_013064_2014-04-16_08-32-47_LS_1.1_014.wav,one of the parts is the biosphere it helps plants and animals live on the earth which is a system,6.4243125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997679/myst_997679_2011-07-02_00-00-00_ME_3.1/myst_997679_2011-07-02_00-00-00_ME_3.1_003.wav,through a pathway to a receiver and back again,7.252000000000002,finetune
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks110/ks1102l0.wav,nothing,2.6158125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995731/myst_995731_2011-23-02_00-00-00_ME_3.1/myst_995731_2011-23-02_00-00-00_ME_3.1_015.wav,well if there's wires between the two uh,8.248,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990050/myst_990050_2008-16-05_00-00-00_MS_4.2/myst_990050_2008-16-05_00-00-00_MS_4.2_250.wav,uh yeah you'd use that for like when like you're filling up soda cans and you just need a little bit more you would pour it in the water into there and then pour it back in,12.579,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993201/myst_993201_2008-23-10_00-00-00_VB_4.3/myst_993201_2008-23-10_00-00-00_VB_4.3_034.wav,i i think it's just to get more answers cause yeah,5.206,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004023/myst_004023_2014-01-28_08-22-39_EE_3.3/myst_004023_2014-01-28_08-22-39_EE_3.3_018.wav,the magnet is a magnet and when it touches the steel nail the steel nail becomes a temporary magnet,8.3220625,finetune
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks63c/ks63c4j0.wav,fred didn't try the carrot juice,4.612125,finetune
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ksh3q/ksh3q560.wav,even your ears sweat in a sauna,4.6124375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007077/myst_007077_2014-03-06_14-03-29_EE_1.4/myst_007077_2014-03-06_14-03-29_EE_1.4_022.wav,i see wood fuel like gasoline i see a candle and three apples,8.142000000000001,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990009/myst_990009_2008-09-05_00-00-00_ME_2.1/myst_990009_2008-09-05_00-00-00_ME_2.1_008.wav,one side's on the um negative side and one side's on the positive side,5.05,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990069/myst_990069_2008-19-05_00-00-00_MS_4.2/myst_990069_2008-19-05_00-00-00_MS_4.2_066.wav,um no not really,3.075,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997273/myst_997273_2008-08-12_00-00-00_ME_2.1/myst_997273_2008-08-12_00-00-00_ME_2.1_027.wav,yes it is,1.226,finetune
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks340/ks3402k0.wav,normal,3.113625,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995731/myst_995731_2011-16-02_00-00-00_ME_2.2/myst_995731_2011-16-02_00-00-00_ME_2.2_018.wav,because well the motor is spinning because all that energy he has,8.524,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004031/myst_004031_2013-12-03_10-12-27_EE_1.4/myst_004031_2013-12-03_10-12-27_EE_1.4_019.wav,it will be environmentally from,3.194875,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996215/myst_996215_2009-15-01_00-00-00_MS_4.1/myst_996215_2009-15-01_00-00-00_MS_4.1_098.wav,well it would be accurate sort of if you wanna be more accurate you should use your um a thermometer yeah,13.183,finetune
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh0b/ksh0b6b0.wav,search in between the couch cushions,4.968875,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997478/myst_997478_2010-21-01_00-00-00_ME_2.3/myst_997478_2010-21-01_00-00-00_ME_2.3_008.wav,um all metal is c a conductor is what i learned today so it powers the generators like the on switch would because it's metal,12.253,finetune
/srv/scratch/chacmod/OGI/speech/scripted/08/1/ksj06/ksj063t0.wav,screwdriver,3.8773125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004025/myst_004025_2013-12-03_10-12-09_EE_1.4/myst_004025_2013-12-03_10-12-09_EE_1.4_007.wav,a fuel is anything that creates energy,6.2483125,finetune
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd17/ksd170u0.wav,crenshaw,3.156375,finetune
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd36/ksd362n0.wav,nuclear,2.70875,finetune
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ks730/ks7304d0.wav,chasing sally can be dangerous,4.612375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990501/myst_990501_2010-02-02_00-00-00_WA_2.1/myst_990501_2010-02-02_00-00-00_WA_2.1_043.wav,well the um water level will go back down pretty far,8.392999999999999,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990048/myst_990048_2008-16-05_00-00-00_MS_4.3/myst_990048_2008-16-05_00-00-00_MS_4.3_044.wav,it's if you don't wait longer than it's g then you're gonna get one ten temperature that one minute and then you're gonna get another temperature the other minute,8.951,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007238/myst_007238_2014-09-24_08-41-16_MX_1.1/myst_007238_2014-09-24_08-41-16_MX_1.1_019.wav,the screen is creating separation,3.6953125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013050/myst_013050_2013-11-20_10-20-34_EE_1.2/myst_013050_2013-11-20_10-20-34_EE_1.2_023.wav,turn so you could here,5.5930625,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013027/myst_013027_2014-05-22_12-59-17_LS_3.3/myst_013027_2014-05-22_12-59-17_LS_3.3_005.wav,it zooms in and it shows three little circles,4.4576875,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/988440/myst_988440_2009-10-11_00-00-00_VB_2.2/myst_988440_2009-10-11_00-00-00_VB_2.2_022.wav,m you can figure out how many pennies can go in to it and how much water it can hold,7.018,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993210/myst_993210_2008-15-10_00-00-00_VB_3.1/myst_993210_2008-15-10_00-00-00_VB_3.1_127.wav,yeah i mean he discovered there's over a million stars in the milky way,5.704,finetune
/srv/scratch/chacmod/OGI/speech/scripted/10/0/ksa40/ksa404i0.wav,bill has purple glasses,3.9175625,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996718/myst_996718_2011-11-01_00-00-00_MS_1.1/myst_996718_2011-11-01_00-00-00_MS_1.1_004.wav,um yes i it is on,3.746,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995002/myst_995002_2008-02-04_00-00-00_ME_4.2/myst_995002_2008-02-04_00-00-00_ME_4.2_048.wav,um what surprised me was that ten wraps would pick up only two,5.495,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996416/myst_996416_2009-11-09_00-00-00_VB_1.3/myst_996416_2009-11-09_00-00-00_VB_1.3_006.wav,the y axis is at the bottom and the x axis is at the side the left side,5.227,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004026/myst_004026_2013-11-19_09-42-57_EE_1.2/myst_004026_2013-11-19_09-42-57_EE_1.2_005.wav,the d cell and um the the d cell must be um connected to the motor and so as well as the positive,7.942375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013023/myst_013023_2014-05-22_12-22-05_LS_2.3/myst_013023_2014-05-22_12-22-05_LS_2.3_011.wav,that they are brain cells,1.658875,finetune
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ksk12/ksk125o0.wav,are zebras just striped horses,5.7146875,finetune
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ksc0j/ksc0j760.wav,spoons,3.154875,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013023/myst_013023_2014-05-22_12-22-05_LS_2.3/myst_013023_2014-05-22_12-22-05_LS_2.3_005.wav,that cells are in our our body,2.412375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012018/myst_012018_2014-04-17_13-56-59_SRL_3.4/myst_012018_2014-04-17_13-56-59_SRL_3.4_035.wav,it breaks apart as it's fractured,1.78125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013251/myst_013251_2015-01-23_12-40-22_EE_2.3/myst_013251_2015-01-23_12-40-22_EE_2.3_024.wav,uh we learned about strings of lights and series circuits and how if one light burns out in a series circuit all the other ones do as for in a parallel circuit the other lights do not burn out,11.7410625,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002121/myst_002121_2014-03-11_13-21-42_LS_2.1/myst_002121_2014-03-11_13-21-42_LS_2.1_019.wav,yes because it's a living organism,2.5659375,finetune
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks50w/ks50w6e0.wav,the rain chased the dirt down the drain,4.23825,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013030/myst_013030_2014-05-08_14-08-20_LS_2.3/myst_013030_2014-05-08_14-08-20_LS_2.3_007.wav,the things in the lake,2.5329375,finetune
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ks50u/ks50u2x0.wav,one eight one seven six four three,6.09525,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004013/myst_004013_2013-11-19_09-27-55_EE_1.2/myst_004013_2013-11-19_09-27-55_EE_1.2_015.wav,the switch has to be touching both wires or both metal parts that the wires are connected to to make the motor spin,10.3783125,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996411/myst_996411_2009-09-09_00-00-00_VB_1.3/myst_996411_2009-09-09_00-00-00_VB_1.3_006.wav,they're positioned for the length one ten to two hundred and the number of swings one to twenty,8.507,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007255/myst_007255_2015-04-23_08-17-35_LS_4.2/myst_007255_2015-04-23_08-17-35_LS_4.2_002.wav,it has do it how how a most humans react,4.559375,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002127/myst_002127_2014-02-27_13-42-40_LS_1.1/myst_002127_2014-02-27_13-42-40_LS_1.1_012.wav,it a part,1.537875,finetune
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007206/myst_007206_2014-09-29_14-05-09_MX_1.2/myst_007206_2014-09-29_14-05-09_MX_1.2_031.wav,a solution,0.645125,finetune
