filepath,transcription,duration,spkr_id
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400670.wav,the car went too fast,5.1395625,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400680.wav,i'll rent an apartment tomorrow,5.1393125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400690.wav,i thought i heard new voices,4.59975,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006a0.wav,go inside and eat your dinner,5.142125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006b0.wav,search in between the couch cushions,6.601875,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006c0.wav,i'm ready to go home,5.1604375,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006d0.wav,the flea chased the dog,3.5913125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006g0.wav,my clothes are wet from the rain,5.5941875,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006i0.wav,the zebra entered the brush with care,6.09525,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006p0.wav,seven,1.588,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006u0.wav,shoe,2.6150625,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4006z0.wav,smashed,2.6155625,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400740.wav,sour,3.590875,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400760.wav,spoons,3.08975,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4007a0.wav,steakhouse,2.614875,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4007f0.wav,studio,3.5903125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4007k0.wav,super,3.590625,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4007p0.wav,temptation,4.5996875,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4007u0.wav,three,3.1655,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4007z0.wav,tourists,3.1559375,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400840.wav,truck,3.156375,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400890.wav,unroll,2.256125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4008e0.wav,vaulted,2.0875625,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4008j0.wav,wavelet,4.6103125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4008o0.wav,women,2.6153125,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks4008t0.wav,yields,2.615625,ks400
/srv/scratch/chacmod/OGI/speech/spontaneous/04/3/ks400/ks400xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z i wait for my friend after school i wait for my friend after school and uhm i play for a little bit on the playground and uhm he uhm he when he gets outside he we walk home sometimes i use sometimes i get in fights with some people and uhm i walk home uhm i walk straight and i don't have to turn any turns except the turn that i have to go to my house and uhm i live in quarrel round i live right across the street from a park and i usually play basketball at the park and then i got to go and get my friend sometimes and then i play with him and then in the morning i get i get dressed i take a shower and everything and then i uhm i go get him then i stay at his house and play videogames for a little while and then we leave to to school and and,98.360625,ks400
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402020.wav,announce,4.598375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402070.wav,awesome,3.1569375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4020c0.wav,bigfoot,3.5908125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4020h0.wav,bronco,3.15875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4020m0.wav,chewy,3.6009375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4020r0.wav,concept,3.6011875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4020w0.wav,cultures,2.2554375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402110.wav,direct,2.615375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402160.wav,employees,4.092125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4021b0.wav,faithful,3.5911875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4021g0.wav,four,2.07475,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4021l0.wav,hardship,3.1679375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4021q0.wav,hopeful,2.6150625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4021v0.wav,interrupt,3.1563125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402200.wav,lengthen,3.591125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402250.wav,lumberyard,3.590625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4022a0.wav,microwaves,3.165875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4022f0.wav,mouths,4.092,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4022k0.wav,normal,3.1560625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4022t0.wav,one nine seven four three five four,8.0883125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4022u0.wav,four six four two nine five four,6.605875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4022z0.wav,objected,2.8598125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402340.wav,organizations,4.599375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402390.wav,pathfinder,2.0888125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4023e0.wav,playoffs,2.6161875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4023h0.wav,push,3.1561875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4023k0.wav,red,2.087875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4023p0.wav,safeway,2.087625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4023u0.wav,seizure,1.78725,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402500.wav,the flood took a car down the street,6.59525,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402590.wav,don't think about it too much,5.6045,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025a0.wav,i hope the airplane will get higher,6.0950625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025b0.wav,our tent can hold six people,4.598875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025c0.wav,give keith a moment to think,6.0945,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025e0.wav,will you please bathe,5.5935,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025f0.wav,put the key in the key hole,5.1389375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025g0.wav,take off your hat please,5.1391875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025i0.wav,we had a birds eye view,4.598625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025j0.wav,will you sing this song,5.141125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025k0.wav,buying the ring took all of my money,6.5929375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025l0.wav,why is the earth inside the milky way,7.1226875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025n0.wav,i like my meat on a cold platter,7.13225,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025o0.wav,are zebras just striped horses,7.5870625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025p0.wav,pass their notes along,5.140375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025q0.wav,will beets stain my pants,5.1513125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025s0.wav,are you sure this is okay,6.09525,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025t0.wav,please offer them a dinner mint,6.0965625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025u0.wav,could lizards ever talk,5.139125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4025v0.wav,you can see bugs light up the sky,7.1231875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4026e0.wav,the rain chased the dirt down the drain,5.594125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4026h0.wav,the speaker boomed from the car,4.0920625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4026t0.wav,shock,2.0878125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4026y0.wav,slogan,2.0878125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402730.wav,soften,3.591125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402760.wav,spoons,3.1554375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402790.wav,starve,2.088625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4027j0.wav,suggest,1.9779375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4027o0.wav,technology,3.1571875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4027t0.wav,thousand,3.591,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4027y0.wav,toothpaste,3.1563125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402830.wav,treasure,1.7135625,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks402880.wav,unfortunate,3.5904375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4028d0.wav,vase,3.1568125,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4028i0.wav,wash,2.6154375,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4028n0.wav,withdrawn,2.6161875,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks402/ks4028s0.wav,yellow,1.5880625,ks402
/srv/scratch/chacmod/OGI/speech/spontaneous/04/2/ks402/ks402xx0.wav,okay right now a b c d e f g h i j k l m n o p q r s t u v w x y z uhm me and my friends play it and i mostly win uhm you have to at the beginning of the game you have to do a face off and whenever you score a point you have to do another face off you have to get the puck into the other person's goal you use your hockey stick and you uhm try to get it past the other person that you are playing and try to get it into the net uhm i have three sisters uhm a dog a mom and a dad two of my sisters don't live with me one of them is married another one is in college,102.515,ks402
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405020.wav,announce,4.5989375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405070.wav,awesome,3.1569375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4050c0.wav,bigfoot,3.5906875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4050h0.wav,bronco,3.1584375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4050m0.wav,chewy,3.5905,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4050r0.wav,concept,3.5906875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4050w0.wav,cultures,2.2549375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405110.wav,direct,2.61525,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405160.wav,employees,4.0915625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4051b0.wav,faithful,3.590625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4051g0.wav,four,2.075,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4051l0.wav,hardship,3.1560625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4051q0.wav,hopeful,2.614625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4051v0.wav,interrupt,3.1558125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405200.wav,lengthen,3.5908125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405250.wav,lumberyard,3.59125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4052a0.wav,microwaves,3.1556875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4052f0.wav,mouths,4.0915625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4052k0.wav,normal,3.155625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4052t0.wav,one nine seven four three five four,8.088625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4052u0.wav,four six four two nine five four,6.585625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4052z0.wav,objected,2.8593125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405340.wav,organizations,4.609125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405390.wav,pathfinder,2.08825,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4053e0.wav,playoffs,2.61725,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4053h0.wav,push,3.1553125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4053k0.wav,red,2.0886875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4053p0.wav,safeway,2.088375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4053u0.wav,seizure,1.78725,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405500.wav,the flood took a car down the street,6.59575,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405590.wav,don't think about it too much,5.5945,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055a0.wav,i hope the airplane will get higher,6.09525,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055b0.wav,our tent can hold six people,4.5986875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055c0.wav,give keith a moment to think,6.0953125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055e0.wav,will you please bathe,5.59375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055f0.wav,put the key in the key hole,5.1396875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055g0.wav,take off your hat please,5.1495625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055i0.wav,we had a birds eye view,4.608125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055j0.wav,will you sing this song,5.13875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055k0.wav,buying the ring took all of my money,6.5950625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055l0.wav,why is the earth inside the milky way,7.1321875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055n0.wav,i like my meat on a cold platter,7.1216875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055o0.wav,are zebras just striped horses,7.5875625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055p0.wav,pass their notes along,5.1395,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055q0.wav,will beets stain my pants,5.1589375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055s0.wav,are you sure this is okay,6.09525,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055t0.wav,please offer them a dinner mint,6.0949375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055u0.wav,could lizards ever talk,5.1394375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4055v0.wav,you can see bugs light up the sky,7.1326875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4056e0.wav,the rain chased the dirt down the drain,5.5945625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4056h0.wav,the speaker boomed from the car,4.092125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4056t0.wav,shock,2.0983125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4056y0.wav,slogan,2.075875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405730.wav,soften,3.5906875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405760.wav,spoons,3.155875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405790.wav,starve,2.0881875,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4057j0.wav,suggest,1.9775,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4057o0.wav,technology,3.156375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4057t0.wav,thousand,3.591,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4057y0.wav,toothpaste,3.15575,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405830.wav,treasure,1.714375,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks405880.wav,unfortunate,3.5905625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4058d0.wav,vase,3.156125,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4058i0.wav,wash,2.61525,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4058n0.wav,withdrawn,2.6155625,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks405/ks4058s0.wav,yellow,1.5971875,ks405
/srv/scratch/chacmod/OGI/speech/spontaneous/04/2/ks405/ks405xx0.wav,a b c d e f g h i j k l l m n o p q r s t u v w x y and z just think i've got to figure out something to talk about i talk so much because because i like to talk and i talk about all sorts of stuff i talk about words about what kinds of animals also what's my favorite games what's my favorite movie what's my favorite kind of food my favorite sport i've got a couple of favorite sports one of my favorite sport is bull riding ing baseball pool hunting fishing ing and football my favorite animal is a turtle i don't care a what kind a turtle is just my favorite animal any kind my favorite food i don't know what my favorite food is because once i think of one kind of food food i think like i like waffles with whipped cream and strawberries and then i also know a bunch of more stuff and,109.47975,ks405
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406040.wav,aspire,2.7963125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406090.wav,bathe,3.156125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4060e0.wav,birthmark,2.7954375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4060j0.wav,cautiously,1.9679375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4060o0.wav,circumstance,2.79575,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4060t0.wav,cowboys,3.876375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4060y0.wav,depths,2.796,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406130.wav,earthquake,1.968375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406180.wav,engrave,1.9675625,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4061d0.wav,female,1.5879375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4061i0.wav,growl,1.217125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4061n0.wav,herbalist,2.339,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4061s0.wav,humor,1.5875,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4061x0.wav,jurors,1.96775,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406220.wav,lifeboats,1.9684375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406270.wav,mature,1.9681875,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4062c0.wav,misjudged,3.1555625,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4062h0.wav,mutual,2.7953125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4062m0.wav,novel,2.3389375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4062p0.wav,one seven eight nine one eight six,7.21675,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4062x0.wav,one eight one seven six four three,6.095,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406310.wav,obvious,1.9681875,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406360.wav,overreaction,2.3385,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063g0.wav,punishment,2.3384375,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063h0.wav,push,2.3388125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063m0.wav,rock,2.797125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063r0.wav,school,1.5878125,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063x0.wav,we've had a wonderful night,3.526875,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063y0.wav,you didn't arrive too late,3.5165,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063z0.wav,five people can fit in the elevator,4.967875,ks406
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks406400.wav,greet me with open arms,3.51725,ks406
