recordingID,filepath,transcription_original,transcription_clean,has_audio_file,has_speech_in_audio,usable,duration,set
2010204_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010204_en_6_8_101.wav,-on't know @ns <unk-it> ,on't know <unk>,True,True,True,10.008,finetune
2020320_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020320_en_6_8_101.wav,i like pizza @voice my favourite pizza is margherita ,i like pizza <unk> my favourite pizza is margherita,True,True,True,10.008,finetune
2020401_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020401_en_6_8_101.wav,@voice i'm pizza ,<unk> i'm pizza,True,True,True,10.008,finetune
2020113_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020113_en_6_8_101.wav,yes @breath ,yes eath,True,True,True,10.008,finetune
2020311_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020311_en_6_8_101.wav,@breath yes i like pizza @voice ,eath yes i like pizza <unk>,True,True,True,10.0571875,finetune
2020410_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020410_en_6_8_101.wav,@em i like pizza <unk-it> tomato @e @breath ,em i like pizza <unk> tomato e eath,True,True,True,10.008,finetune
2080106_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080106_en_6_8_101.wav,yes like pizza @voice @breath ,yes like pizza <unk> eath,True,True,True,10.0571875,finetune
2070107_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2070107_en_6_8_101.wav,yes i like pizza ,yes i like pizza,True,True,True,10.008,finetune
2080223_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080223_en_6_8_101.wav,yeah i like pizza and can i have a pizza ,yeah i like pizza and can i have a pizza,True,True,True,9.9526875,finetune
2080304_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080304_en_6_8_101.wav,yes my favourite pizza is <unk-it> ,yes my favourite pizza is <unk>,True,True,True,10.0571875,finetune
2050109_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2050109_en_6_8_101.wav,@m my pizza @voice favourite is <unk-it> ,m my pizza <unk> favourite is <unk>,True,True,True,10.008,finetune
2040119_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040119_en_6_8_101.wav,@voice yes i like pizza @ns ,<unk> yes i like pizza,True,True,True,10.008,finetune
2070116_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2070116_en_6_8_101.wav,@sil ,,True,False,False,10.008,ignore
2020319_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020319_en_6_8_101.wav,yes like @breath @voice yes like ,yes like eath <unk> yes like,True,True,True,10.008,finetune
2080313_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080313_en_6_8_101.wav,yeah i like pizza @voice ,yeah i like pizza <unk>,True,True,True,9.9526875,finetune
2020418_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020418_en_6_8_101.wav,yes @voice yes yes @laugh ,yes <unk> yes yes,True,True,True,9.9526875,finetune
2010202_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010202_en_6_8_101.wav,yes i like @breath ,yes i like eath,True,True,True,10.008,finetune
2010121_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010121_en_6_8_101.wav,-es i like pizza ,es i like pizza,True,True,True,10.008,finetune
2020201_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020201_en_6_8_101.wav,i order pizza like with wurstel @voice ,i order pizza like with wurstel <unk>,True,True,True,10.008,finetune
2020120_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020120_en_6_8_101.wav, <unk-de> i love pizza @ns ,<unk> i love pizza,True,True,True,9.9526875,finetune
2030101_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030101_en_6_8_101.wav,yes yes i am ,yes yes i am,True,True,True,10.0571875,finetune
2010211_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010211_en_6_8_101.wav,@ns yes one pizza @ns @cough ,yes one pizza,True,True,True,10.008,finetune
2020210_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020210_en_6_8_101.wav,ye- yes i like pizza @breath @voice ,ye yes i like pizza eath <unk>,True,True,True,10.0571875,finetune
2020111_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020111_en_6_8_101.wav,yes @e @ns ,yes e,True,True,True,10.008,finetune
2030110_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030110_en_6_8_101.wav,@bkg yes is pizza ,yes is pizza,True,True,True,9.9526875,finetune
2020407_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020407_en_6_8_101.wav, <unk-de> @e yes pizza <unk-de> pizza @o yes <unk-it> ,<unk> e yes pizza <unk> pizza o yes <unk>,True,True,True,10.0571875,finetune
2020209_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020209_en_6_8_101.wav,@e yes i like is pizza @bkg yes i like i- ,e yes i like is pizza yes i like i,True,True,True,10.0571875,finetune
2080203_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080203_en_6_8_101.wav,@i <unk-it> @laugh yes @voice ,i <unk> yes <unk>,True,True,True,10.0571875,finetune
2040126_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040126_en_6_8_101.wav,yes @breath ,yes eath,True,True,True,10.008,finetune
2060106_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2060106_en_6_8_101.wav,yes i like pizza ,yes i like pizza,True,True,True,10.008,finetune
2080104_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080104_en_6_8_101.wav,yes @voice ,yes <unk>,True,True,True,9.9526875,finetune
2020308_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020308_en_6_8_101.wav,i like pizza @voice <unk-de> very very good ,i like pizza <unk> <unk> very very good,True,True,True,10.008,finetune
2080302_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080302_en_6_8_101.wav,@voice yes yes ,<unk> yes yes,True,True,True,10.0571875,finetune
2080221_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080221_en_6_8_101.wav,@a yes @voice ,a yes <unk>,True,True,True,10.0571875,finetune
2010219_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010219_en_6_8_101.wav,yes @voice yes ,yes <unk> yes,True,True,True,10.008,finetune
2080212_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080212_en_6_8_101.wav,@breath yes i like pizza @voice yes i like p- ,eath yes i like pizza <unk> yes i like p,True,True,True,10.0571875,finetune
2020119_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020119_en_6_8_101.wav,@o yes @ns @breath yes yes <unk-it> @ns ,o yes eath yes yes <unk>,True,True,True,10.008,finetune
2080113_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080113_en_6_8_101.wav,yes i like pizza @breath @voice ,yes i like pizza eath <unk>,True,True,True,9.9526875,finetune
2020317_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020317_en_6_8_101.wav,ye- yes i like pizza and and you @voice fine thank you ,ye yes i like pizza and and you <unk> fine thank you,True,True,True,10.0571875,finetune
2080311_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080311_en_6_8_101.wav,i like pizza @voice ,i like pizza <unk>,True,True,True,9.9526875,finetune
2040122_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040122_en_6_8_101.wav,yes i like pizza ,yes i like pizza,True,True,True,10.008,finetune
2030105_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030105_en_6_8_101.wav,@ns ,,True,False,False,10.0571875,ignore
2020421_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020421_en_6_8_101.wav,@breath @voice ,eath <unk>,True,True,True,10.0571875,finetune
2040104_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040104_en_6_8_101.wav,yes i like pizza @voice ,yes i like pizza <unk>,True,True,True,10.008,finetune
2020214_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020214_en_6_8_101.wav,i like pizza @voice an- @a <unk> @ns i like pizza @breath ,i like pizza <unk> an a unk i like pizza eath,True,True,True,9.9526875,finetune
2010215_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010215_en_6_8_101.wav,@ns yes ,yes,True,True,True,10.008,finetune
2020313_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020313_en_6_8_101.wav,@e @voice yes thanks i like pizza @breath i like ,e <unk> yes thanks i like pizza eath i like,True,True,True,10.08,finetune
2030114_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030114_en_6_8_101.wav,@ns yes it i- ,yes it i,True,True,True,10.0571875,finetune
2040113_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040113_en_6_8_101.wav,yes i like ,yes i like,True,True,True,10.008,finetune
2080207_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080207_en_6_8_101.wav,my @e my like pizza is <unk-it> @voice ,my e my like pizza is <unk> <unk>,True,True,True,10.0571875,finetune
2080216_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080216_en_6_8_101.wav,yes @voice ,yes <unk>,True,True,True,9.9526875,finetune
2070118_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2070118_en_6_8_101.wav, yes ,yes,True,True,True,10.008,finetune
2080117_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080117_en_6_8_101.wav,@voice i like pizza i like pizza ,<unk> i like pizza i like pizza,True,True,True,9.9526875,finetune
2010111_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010111_en_6_8_101.wav,-f course yes of course @ns @breath ,f course yes of course eath,True,True,True,10.008,finetune
2010201_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010201_en_6_8_101.wav,no @ns ,no,True,True,True,10.008,finetune
2080219_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080219_en_6_8_101.wav, <unk-de> @e yes @voice the <unk-it> the ,<unk> e yes <unk> the <unk> the,True,True,True,9.9526875,finetune
2080310_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080310_en_6_8_101.wav,pizza @laugh pizza ,pizza pizza,True,True,True,10.0571875,finetune
2050115_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2050115_en_6_8_101.wav,@ns pizza i love pizza @voice ,pizza i love pizza <unk>,True,True,True,10.0571875,finetune
2030117_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030117_en_6_8_101.wav,@em @m @breath ,em m eath,True,True,True,9.9526875,finetune
2020316_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020316_en_6_8_101.wav,@e pizza <unk-it> i like @voice ,e pizza <unk> i like <unk>,True,True,True,10.0571875,finetune
2070113_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2070113_en_6_8_101.wav,@sil ,,True,False,False,10.008,ignore
2040116_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040116_en_6_8_101.wav,@breath pizza of ham and mushroom ,eath pizza of ham and mushroom,True,True,True,10.008,finetune
2020217_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020217_en_6_8_101.wav,@voice i pizza is <unk-it> @laugh ,<unk> i pizza is <unk>,True,True,True,10.08,finetune
2070122_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2070122_en_6_8_101.wav, yes a- @cough ,yes a,True,True,True,10.008,finetune
2040125_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040125_en_6_8_101.wav, please ,please,True,True,True,10.08,finetune
2040107_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040107_en_6_8_101.wav,@e <unk-it> @laugh sorry @em ,e <unk> sorry em,True,True,True,10.008,finetune
2080103_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080103_en_6_8_101.wav,yes yes i like @voice i like ,yes yes i like <unk> i like,True,True,True,10.0571875,finetune
2030108_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030108_en_6_8_101.wav,@bkg no no ,no no,True,True,True,10.0571875,finetune
2020307_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020307_en_6_8_101.wav,@bkg margherita @voice ,margherita <unk>,True,True,True,10.0571875,finetune
2070104_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2070104_en_6_8_101.wav,@bkg @voice yes ,<unk> yes,True,True,True,10.08,finetune
2080301_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080301_en_6_8_101.wav, would you like om the pizza pizza pizza @laugh ,would you like om the pizza pizza pizza,True,True,True,9.9526875,finetune
2020114_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020114_en_6_8_101.wav,yes @e i pizza <unk-de> pizza @laugh @breath ,yes e i pizza <unk> pizza eath,True,True,True,10.008,finetune
2060110_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2060110_en_6_8_101.wav,yes i do @voice ,yes i do <unk>,True,True,True,10.008,finetune
2030113_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030113_en_6_8_101.wav,yes @voice ,yes <unk>,True,True,True,10.008,finetune
2020213_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020213_en_6_8_101.wav,my favourite pizza is <unk-it> <unk> @ns ,my favourite pizza is <unk> unk,True,True,True,10.0571875,finetune
2010214_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010214_en_6_8_101.wav,yes @voice ,yes <unk>,True,True,True,10.008,finetune
2020411_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020411_en_6_8_101.wav,yes @voice yes i like pizza @ns ,yes <unk> yes i like pizza,True,True,True,10.008,finetune
2020204_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020204_en_6_8_101.wav,no i don't like pizza ,no i don't like pizza,True,True,True,10.008,finetune
2010205_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010205_en_6_8_101.wav,i like pizza @ns i like pizza ,i like pizza i like pizza,True,True,True,10.008,finetune
2020402_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020402_en_6_8_101.wav,@breath @voice @e my favourite pizza is viennese @ns ,eath <unk> e my favourite pizza is viennese,True,True,True,10.08,finetune
2010106_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2010106_en_6_8_101.wav,yes i like pizza i like pizza <unk-it> tomatoes <unk-it> and fuck you ,yes i like pizza i like pizza <unk> tomatoes <unk> and fuck you,True,True,True,10.008,finetune
2050102_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2050102_en_6_8_101.wav,yes i like yes i like ,yes i like yes i like,True,True,True,9.9526875,finetune
2020303_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020303_en_6_8_101.wav, pizza <unk-de> @breath margherita @breath @voice ,pizza <unk> eath margherita eath <unk>,True,True,True,10.008,finetune
2030104_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2030104_en_6_8_101.wav,yes @voice ,yes <unk>,True,True,True,10.08,finetune
2020222_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020222_en_6_8_101.wav,yes i like @voice @breath ,yes i like <unk> eath,True,True,True,10.008,finetune
2060101_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2060101_en_6_8_101.wav, <unk-de> ,<unk>,True,False,False,10.008,ignore
2040103_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2040103_en_6_8_101.wav,@voice yes yes i like @voice ,<unk> yes yes i like <unk>,True,True,True,10.008,finetune
2020420_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2020420_en_6_8_101.wav,@e i like pizza ,e i like pizza,True,True,True,10.0571875,finetune
2060118_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2060118_en_6_8_101.wav,@ns @voice are you like a pizza ,<unk> are you like a pizza,True,True,True,10.008,finetune
2080116_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080116_en_6_8_101.wav,@voice yes yes with pota- ,<unk> yes yes with pota,True,True,True,9.9526875,finetune
2050119_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2050119_en_6_8_101.wav,yes @voice ,yes <unk>,True,True,True,10.008,finetune
2080215_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080215_en_6_8_101.wav,yes @ns yes @breath ,yes yes eath,True,True,True,10.0571875,finetune
2080206_en_6_8_101,/srv/scratch/chacmod/TLT/Dataset/TLT2020challenge/audio/TLT2017train/en_6_8_101/2080206_en_6_8_101.wav, <unk-de> yes pizza and <unk-it> @breath ,<unk> yes pizza and <unk> eath,True,True,True,10.0571875,finetune
