recordingID,filepath,transcription_original,transcription_clean,transcribed,has_audio_file,has_speech_in_audio,duration,spkr_id,usable,set
myst_995734_2011-23-02_00-00-00_ME_3.1_016,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995734/myst_995734_2011-23-02_00-00-00_ME_3.1/myst_995734_2011-23-02_00-00-00_ME_3.1_016.wav,"MARNIE YOU ASKED ME THAT QUESTION IN A DIFFERENT WAY LIKE A MINUTE AGO
",marnie you asked me that question in a different way like a minute ago,True,True,True,7.311,995734,True,finetune
myst_014020_2013-12-12_12-52-58_MX_1.1_028,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014020/myst_014020_2013-12-12_12-52-58_MX_1.1/myst_014020_2013-12-12_12-52-58_MX_1.1_028.wav,"not these
",not these,True,True,True,0.65625,014020,True,finetune
myst_013013_2014-05-28_09-28-08_LS_4.2_007,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013013/myst_013013_2014-05-28_09-28-08_LS_4.2/myst_013013_2014-05-28_09-28-08_LS_4.2_007.wav,"one is looking one is making stinky smells and one is
",one is looking one is making stinky smells and one is,True,True,True,4.959875,013013,True,finetune
myst_018210_2014-11-04_08-56-02_LS_2.3_008,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018210/myst_018210_2014-11-04_08-56-02_LS_2.3/myst_018210_2014-11-04_08-56-02_LS_2.3_008.wav,"they that they are very (())
",they that they are very,True,True,True,3.2949375,018210,True,finetune
myst_002113_2014-04-18_11-41-54_LS_3.3_018,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002113/myst_002113_2014-04-18_11-41-54_LS_3.3/myst_002113_2014-04-18_11-41-54_LS_3.3_018.wav,"that would probably be oxygen
",that would probably be oxygen,True,True,True,3.5185625,002113,True,finetune
myst_993766_2011-04-03_00-00-00_VB_3.4_021,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993766/myst_993766_2011-04-03_00-00-00_VB_3.4/myst_993766_2011-04-03_00-00-00_VB_3.4_021.wav,"I DON'T UNDERSTAND
",i don't understand,True,True,True,3.228,993766,True,finetune
myst_004027_2013-12-03_09-50-32_EE_1.4_007,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004027/myst_004027_2013-12-03_09-50-32_EE_1.4/myst_004027_2013-12-03_09-50-32_EE_1.4_007.wav,"I think the candle is burning because the wick is burning I noticed it’s a <indiscernible>
",i think the candle is burning because the wick is burning i noticed it's a <unk>,True,True,True,6.7681875,004027,True,finetune
myst_013018_2014-05-28_11-17-35_LS_4.1_010,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013018/myst_013018_2014-05-28_11-17-35_LS_4.1/myst_013018_2014-05-28_11-17-35_LS_4.1_010.wav,"no
",no,True,True,True,1.913125,013018,True,finetune
myst_993207_2008-02-10_00-00-00_VB_1.3_076,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993207/myst_993207_2008-02-10_00-00-00_VB_1.3/myst_993207_2008-02-10_00-00-00_VB_1.3_076.wav,"YEAH BECAUSE THE ONLY THING THAT CHANGED <BREATH> HOW MANY TIMES IT SWUNG WAS THE LENGTH THAT'S THE ONLY THING
",yeah because the only thing that changed how many times it swung was the length that's the only thing,True,True,True,6.037000000000001,993207,True,finetune
myst_008051_2014-04-17_10-57-20_EE_2.3_016,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008051/myst_008051_2014-04-17_10-57-20_EE_2.3/myst_008051_2014-04-17_10-57-20_EE_2.3_016.wav,"The four types of work because +um+ it's a first because +um+ +ah+ there getting energy has and then the light bulb
",the four types of work because um it's a first because um ah there getting energy has and then the light bulb,True,True,True,14.6005,008051,True,finetune
myst_008064_2014-05-01_08-57-21_EE_4.2_028,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008064/myst_008064_2014-05-01_08-57-21_EE_4.2/myst_008064_2014-05-01_08-57-21_EE_4.2_028.wav,"i (())
",i,True,True,True,0.71875,008064,True,finetune
myst_996431_2009-04-09_00-00-00_VB_1.2_002,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996431/myst_996431_2009-04-09_00-00-00_VB_1.2/myst_996431_2009-04-09_00-00-00_VB_1.2_002.wav,"GOOD
",good,True,True,True,0.757,996431,True,finetune
myst_013064_2013-12-05_12-56-30_EE_1.4_022,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013064/myst_013064_2013-12-05_12-56-30_EE_1.4/myst_013064_2013-12-05_12-56-30_EE_1.4_022.wav,"well it's better than gasoline but it will also make energy
",well it's better than gasoline but it will also make energy,True,True,True,4.6166875,013064,True,finetune
myst_013021_2014-04-23_14-02-37_LS_2.1_050,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-04-23_14-02-37_LS_2.1/myst_013021_2014-04-23_14-02-37_LS_2.1_050.wav,"this plant has all the resources it needs
",this plant has all the resources it needs,True,True,True,3.448125,013021,True,finetune
myst_007204_2014-10-13_08-18-04_MX_2.2_004,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007204/myst_007204_2014-10-13_08-18-04_MX_2.2/myst_007204_2014-10-13_08-18-04_MX_2.2_004.wav,"Yeah
",yeah,True,True,True,1.125,007204,True,finetune
myst_007240_2015-04-16_13-43-48_LS_3.3_016,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007240/myst_007240_2015-04-16_13-43-48_LS_3.3/myst_007240_2015-04-16_13-43-48_LS_3.3_016.wav,"letter u
",letter u,True,True,True,3.5744375,007240,True,finetune
myst_013011_2014-05-23_13-31-53_LS_4.1_003,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013011/myst_013011_2014-05-23_13-31-53_LS_4.1/myst_013011_2014-05-23_13-31-53_LS_4.1_003.wav,"about the nervous system
",about the nervous system,True,True,True,1.15625,013011,True,finetune
myst_002118_2014-02-28_12-59-04_LS_1.1_006,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002118/myst_002118_2014-02-28_12-59-04_LS_1.1/myst_002118_2014-02-28_12-59-04_LS_1.1_006.wav,"i think there are many parts of the engine that are moving causing the car to go forward or accelerate it so that it can move and won't stop unless you push the brake
",i think there are many parts of the engine that are moving causing the car to go forward or accelerate it so that it can move and won't stop unless you push the brake,True,True,True,13.31075,002118,True,finetune
myst_007081_2014-02-04_13-15-58_EE_1.1_030,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007081/myst_007081_2014-02-04_13-15-58_EE_1.1/myst_007081_2014-02-04_13-15-58_EE_1.1_030.wav,"If focus by the battery in the battery release it's all it's energy just light of the light bulb and a make it work but if it doesn’t work then the light bulb is out of power
",if focus by the battery in the battery release it's all it's energy just light of the light bulb and a make it work but if it doesn't work then the light bulb is out of power,True,True,True,10.693875,007081,True,finetune
myst_007232_2014-11-21_10-50-01_MX_4.2_018,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007232/myst_007232_2014-11-21_10-50-01_MX_4.2/myst_007232_2014-11-21_10-50-01_MX_4.2_018.wav,"It's a product
",it's a product,True,True,True,1.524,007232,True,finetune
myst_990080_2008-14-05_00-00-00_MS_4.1_088,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990080/myst_990080_2008-14-05_00-00-00_MS_4.1/myst_990080_2008-14-05_00-00-00_MS_4.1_088.wav,"TWENTY DEGREES CELSIUS
",twenty degrees celsius,True,True,True,2.149,990080,True,finetune
myst_995737_2011-10-02_00-00-00_ME_1.4_009,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995737/myst_995737_2011-10-02_00-00-00_ME_1.4/myst_995737_2011-10-02_00-00-00_ME_1.4_009.wav,"I CAN'T CLICK IT TO SEE THE UH MAGNET
",i can't click it to see the uh magnet,True,True,True,5.334,995737,True,finetune
myst_990050_2008-23-04_00-00-00_MS_1.2_078,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990050/myst_990050_2008-23-04_00-00-00_MS_1.2/myst_990050_2008-23-04_00-00-00_MS_1.2_078.wav,"YEAH
",yeah,True,True,True,0.653,990050,True,finetune
myst_995523_2010-11-03_00-00-00_ME_4.2_035,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995523/myst_995523_2010-11-03_00-00-00_ME_4.2/myst_995523_2010-11-03_00-00-00_ME_4.2_035.wav,"-ELP
",elp,True,True,True,0.612,995523,True,finetune
myst_013030_2014-05-22_12-36-27_LS_3.3_022,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013030/myst_013030_2014-05-22_12-36-27_LS_3.3/myst_013030_2014-05-22_12-36-27_LS_3.3_022.wav,"the lungs make us breathe
",the lungs make us breathe,True,True,True,3.07525,013030,True,finetune
myst_013046_2014-04-30_12-43-26_LS_2.1_053,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013046/myst_013046_2014-04-30_12-43-26_LS_2.1/myst_013046_2014-04-30_12-43-26_LS_2.1_053.wav,"like it hasn't been that it has a sunburn
",like it hasn't been that it has a sunburn,True,True,True,4.2176875,013046,True,finetune
myst_004023_2013-11-19_09-40-16_EE_1.2_018,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004023/myst_004023_2013-11-19_09-40-16_EE_1.2/myst_004023_2013-11-19_09-40-16_EE_1.2_018.wav,"solar panel is collecting the solar power which powers the motor who is which is going in a spin which connects to the motor and spins it
",solar panel is collecting the solar power which powers the motor who is which is going in a spin which connects to the motor and spins it,True,True,True,13.1938125,004023,True,finetune
myst_990022_2008-01-05_00-00-00_MS_2.3_096,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990022/myst_990022_2008-01-05_00-00-00_MS_2.3/myst_990022_2008-01-05_00-00-00_MS_2.3_096.wav,"OKAY
",okay,True,True,True,0.469,990022,True,finetune
myst_997231_2008-13-11_00-00-00_ME_1.1_013,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997231/myst_997231_2008-13-11_00-00-00_ME_1.1/myst_997231_2008-13-11_00-00-00_ME_1.1_013.wav,"ATTRACTING IS WHEN THE MAGNETS COME TOGETHER
",attracting is when the magnets come together,True,True,True,4.034,997231,True,finetune
myst_997250_2008-15-12_00-00-00_ME_3.1_054,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997250/myst_997250_2008-15-12_00-00-00_ME_3.1/myst_997250_2008-15-12_00-00-00_ME_3.1_054.wav,"THE WIRES HAVE TO BE CONNECTING TO ALL THE OTHER THINGS
",the wires have to be connecting to all the other things,True,True,True,4.35,997250,True,finetune
myst_995738_2011-11-02_00-00-00_ME_2.1_004,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995738/myst_995738_2011-11-02_00-00-00_ME_2.1/myst_995738_2011-11-02_00-00-00_ME_2.1_004.wav,"UM THAT THE D CELLS ARE THE MAIN POWER SOURCE
",um that the d cells are the main power source,True,True,True,4.688,995738,True,finetune
myst_002303_2015-05-21_09-01-55_LS_4.2_025,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002303/myst_002303_2015-05-21_09-01-55_LS_4.2/myst_002303_2015-05-21_09-01-55_LS_4.2_025.wav,"It's a learned
",it's a learned,True,True,True,1.1549375,002303,True,finetune
myst_007081_2014-02-11_12-11-00_EE_1.2_018,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007081/myst_007081_2014-02-11_12-11-00_EE_1.2/myst_007081_2014-02-11_12-11-00_EE_1.2_018.wav,"If the flourish turning then it means that its collecting energy form the solar power to make it work
",if the flourish turning then it means that its collecting energy form the solar power to make it work,True,True,True,8.291,007081,True,finetune
myst_995510_2010-11-03_00-00-00_ME_4.2_005,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995510/myst_995510_2010-11-03_00-00-00_ME_4.2/myst_995510_2010-11-03_00-00-00_ME_4.2_005.wav,"METAL WHAT DO YOU CALL THE CIRCLE THINGS METAL RIVETS
",metal what do you call the circle things metal rivets,True,True,True,6.8610000000000015,995510,True,finetune
myst_995002_2008-27-02_00-00-00_ME_3.1_017,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995002/myst_995002_2008-27-02_00-00-00_ME_3.1/myst_995002_2008-27-02_00-00-00_ME_3.1_017.wav,"WELL WHEN YOU DON'T HOOK IT UP RIGHT WITH THE WIRES AND THE BATTERY AND THE LIGHT BULBS
",well when you don't hook it up right with the wires and the battery and the light bulbs,True,True,True,7.5360000000000005,995002,True,finetune
myst_012031_2014-02-18_10-45-04_SRL_1.2_001,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012031/myst_012031_2014-02-18_10-45-04_SRL_1.2/myst_012031_2014-02-18_10-45-04_SRL_1.2_001.wav,"good
",good,True,True,True,1.0625,012031,True,finetune
myst_990080_2008-14-05_00-00-00_MS_4.1_080,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990080/myst_990080_2008-14-05_00-00-00_MS_4.1/myst_990080_2008-14-05_00-00-00_MS_4.1_080.wav,"UM WE HAD A SHEET OF PAPER THAT HA SH SHOWED A THERMOMETER ON IT AND WE HAD TO ROU- WRITE DOWN LIKE LIKE THE HIGHEST ON THE THERMOMETER WE HAD TO WRITE LIKE C FOR LIKE THIRTY OR SOMETHING
",um we had a sheet of paper that ha sh showed a thermometer on it and we had to rou write down like like the highest on the thermometer we had to write like c for like thirty or something,True,True,True,14.732000000000001,990080,True,finetune
myst_995737_2011-04-03_00-00-00_ME_4.2_013,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995737/myst_995737_2011-04-03_00-00-00_ME_4.2/myst_995737_2011-04-03_00-00-00_ME_4.2_013.wav,"IT UM RELATES
",it um relates,True,True,True,2.126,995737,True,finetune
myst_995312_2009-08-04_00-00-00_ME_3.3_008,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995312/myst_995312_2009-08-04_00-00-00_ME_3.3/myst_995312_2009-08-04_00-00-00_ME_3.3_008.wav,"IT'S FLOWING THE EXACT SAME WAY IN A CIRCLE
",it's flowing the exact same way in a circle,True,True,True,4.124,995312,True,finetune
myst_014018_2014-02-07_12-30-07_MX_4.1_018,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014018/myst_014018_2014-02-07_12-30-07_MX_4.1/myst_014018_2014-02-07_12-30-07_MX_4.1_018.wav,"the atoms must be different
",the atoms must be different,True,True,True,3.1205,014018,True,finetune
myst_002103_2014-02-28_12-57-16_LS_1.1_025,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002103/myst_002103_2014-02-28_12-57-16_LS_1.1/myst_002103_2014-02-28_12-57-16_LS_1.1_025.wav,"i forgot to to ask you your name but what is your name my name is hayden
",i forgot to to ask you your name but what is your name my name is hayden,True,True,True,6.898,002103,True,finetune
myst_013020_2013-12-04_14-01-42_EE_1.3_024,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013020/myst_013020_2013-12-04_14-01-42_EE_1.3/myst_013020_2013-12-04_14-01-42_EE_1.3_024.wav,"that they are all metal for it to work
",that they are all metal for it to work,True,True,True,2.4085,013020,True,finetune
myst_013021_2014-04-22_14-12-25_LS_2.1_041,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-04-22_14-12-25_LS_2.1/myst_013021_2014-04-22_14-12-25_LS_2.1_041.wav,"they get their food from the soil
",they get their food from the soil,True,True,True,1.828625,013021,True,finetune
myst_990026_2008-12-05_00-00-00_MS_3.3_100,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990026/myst_990026_2008-12-05_00-00-00_MS_3.3/myst_990026_2008-12-05_00-00-00_MS_3.3_100.wav,"SURE
",sure,True,True,True,0.642,990026,True,finetune
myst_988448_2010-08-01_00-00-00_VB_2.1_008,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/988448/myst_988448_2010-08-01_00-00-00_VB_2.1/myst_988448_2010-08-01_00-00-00_VB_2.1_008.wav,"NOT ALL THE BOATS CAN BE EXACT
",not all the boats can be exact,True,True,True,3.075,988448,True,finetune
myst_013052_2014-04-16_08-32-28_LS_1.1_027,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013052/myst_013052_2014-04-16_08-32-28_LS_1.1/myst_013052_2014-04-16_08-32-28_LS_1.1_027.wav,"they represent the different types of subsystems
",they represent the different types of subsystems,True,True,True,6.0464375,013052,True,finetune
myst_990352_2009-02-04_00-00-00_MS_1.2_039,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990352/myst_990352_2009-02-04_00-00-00_MS_1.2/myst_990352_2009-02-04_00-00-00_MS_1.2_039.wav,"THANK YOU
",thank you,True,True,True,0.701,990352,True,finetune
myst_004015_2013-12-03_10-16-01_EE_1.4_021,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004015/myst_004015_2013-12-03_10-16-01_EE_1.4/myst_004015_2013-12-03_10-16-01_EE_1.4_021.wav,"The air gets dirty and it’s not good
",the air gets dirty and it's not good,True,True,True,3.79225,004015,True,finetune
myst_012031_2014-03-21_10-40-30_SRL_4.1_026,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012031/myst_012031_2014-03-21_10-40-30_SRL_4.1/myst_012031_2014-03-21_10-40-30_SRL_4.1_026.wav,"i think water's renewable
",i think water's renewable,True,True,True,4.4990625,012031,True,finetune
myst_008051_2014-04-10_10-24-39_EE_2.1_009,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008051/myst_008051_2014-04-10_10-24-39_EE_2.1/myst_008051_2014-04-10_10-24-39_EE_2.1_009.wav,"Which going end from the positive side and coming out to negative side and going in that two light bulbs
",which going end from the positive side and coming out to negative side and going in that two light bulbs,True,True,True,8.926375,008051,True,finetune
myst_996408_2009-21-09_00-00-00_VB_2.2_014,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996408/myst_996408_2009-21-09_00-00-00_VB_2.2/myst_996408_2009-21-09_00-00-00_VB_2.2_014.wav,"UM NO
",um no,True,True,True,1.7930000000000001,996408,True,finetune
myst_990037_2008-01-05_00-00-00_MS_2.3_067,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990037/myst_990037_2008-01-05_00-00-00_MS_2.3/myst_990037_2008-01-05_00-00-00_MS_2.3_067.wav,"YEAH
",yeah,True,True,True,0.409,990037,True,finetune
myst_013023_2013-12-05_13-55-22_EE_1.4_005,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013023/myst_013023_2013-12-05_13-55-22_EE_1.4/myst_013023_2013-12-05_13-55-22_EE_1.4_005.wav,"it's moving because the heat from the fire is making the wick move
",it's moving because the heat from the fire is making the wick move,True,True,True,10.3120625,013023,True,finetune
myst_990042_2008-30-04_00-00-00_MS_1.3_026,/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-30-04_00-00-00_MS_1.3/myst_990042_2008-30-04_00-00-00_MS_1.3_026.wav,"YEAH
",yeah,True,True,True,0.41,990042,True,finetune
